Title,Link,Categories
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,"['Rodents', 'Genetics']"
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,"['Altered Gravity', 'Cardiovascular & Vascular', 'Reproduction & Sex Differences', 'Rodents']"
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,[]
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,"['Altered Gravity', 'Neuroscience & Sensory', 'Genetics']"
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,"['Radiation', 'Microorganism and Viruses']"
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,"['Metabolism & Cellular Stress', 'Macromolecule Interactions']"
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,"['Altered Gravity', 'Reproduction & Sex Differences', 'Genetics']"
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,"['ISS', 'Rodents', 'Microorganism and Viruses', 'Genetics']"
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,['Rodents']
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,"['ISS', 'Microorganism and Viruses', 'Genetics']"
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,"['Altered Gravity', 'Immune Response & Infection']"
Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,"['Immune Response & Infection', 'Humans']"
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,"['Altered Gravity', 'Radiation', 'Immune Response & Infection', 'Humans']"
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,"['Altered Gravity', 'Cardiovascular & Vascular', 'Immune Response & Infection', 'Genetics']"
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,['Altered Gravity']
